"With the Name of Allah, the All-Merciful, the Most Merciful",بسم الله الرحمن الرحيم
Sometimes he would wear a cloak used when melting tar onto camels to stop certain skin conditions from spreading. As is done by the owners of camels.,"وأحياناً يتزر بعباءة ويهيئ إبل الصدقة، يعني أنه يطلبها بيده ويصلحها كما يفعل أرباب الإبل بها،"
"Allah did not send His Prophet (PBUH) from the people of arrogance, rather he was sent as someone who had no arrogance whatsoever. Neither did he turn up his nose at jobs that people who are arrogant looked down upon, such as herding camels (and sheep). Also as a labourer for hire when the need arose for him to earn money.","ولم يبعث الله نبياً من أهل الكبر، وإنما بعث من لا كبر عنده، ولا يتكبر عن معالجة الأشياء التي يأنف منها المتكبرون كرعاية الإبل والغنم، وإجارة نفسه عند الحاجة إلى الاكتساب."
"Whoever Allah gave a kingdom to from them it would only increase them in submission to Allah, the Mighty and Majestic like [Prophet] Dawud (alayhis-salaam) [Prophet] Sulayman (alayhis-salam) and Muhammad (PBUH).","ومن أعطاه الله منهم ملكاً فإنه لم يزل دأبه تواضعاً لله عز وجل كداود وسليمان ومحمد. صلى الله عليهم وسلم تسليماً كثيراً.
"
"The word “miskin” is used meaning to humble one’s heart to Allah, being submissive to His Majesty; His Greatness Fearing Him; Loving Him and His Magnificence.","وقد يطلق اسم المسكين ويراد به من استكان قلبه لله عز وجل، وانكسر له وتواضع لجلاله وكبريائه وعظمته وخشيته ومحبته ومهابته،"
"Based on this meaning some of them have understood the following hadith reported from the Prophet (PBUH) that he said: “O Allah let me live as a miskin, let me die as a miskin, and raise me up in the company of the miskins (poor people).” Also reported by Ibn Maajah from the hadith of Ibn Abbas (radiyAllahu 'anhuma).","وعلى هذا المعنى حمل بعضهم الحديث المروي عن النبي أنه قال: "" اللهم أحييني مسكيناً، وأمتني مسكيناً، واحشرني في زمرة المساكين "". خرجه الترمذي من حديث أنس، وخرجه ابن ماجه من حديث ابن عباس،"
"This interpretation is however not accurate because in the entire hadith we find that the meaning of miskeens are the poor people, as it shows that they will they enter Paradise before the rich people. There is weakness in the both chains of narrations in this hadith.","وفي حمله على ذلك نظر لأن في تمام حديثيهما ما يدل على أن المراد به المساكين من المال، لأنه ذكر سبقهم الأغنياء إلى الجنة، مع أن في إسناد الحديثين ضعفاً.
"
"The Prophet (PBUH) was given the choice of being a Prophet-King or a Servant-Messenger, so Jibril (alayhis-salaam) indicated to him to be more humble so he (PBUH) said: “Of course a Servant-Messenger.” After that he never ate in a reclining position and said: “I eat as a servant eats. I sit as does a servant sit.”","وقد خير النبي بين أن يكون نبياً ملكاً أو عبداً رسولاً، فأشار إليه جبريل أن تواضع. فقال: "" بل عبداً رسولاً "". وكان بعد ذلك لا يأكل متكئاً، ويقول: "" آكل كما يأكل العبد. وأجلس كما يجلس العبد ""."
"Al-Hasan said: ‘The Prophet (PBUH) said: “Allah gave me for making that (choice), (the gift of) being made the leader of all the sons of Adam. The first one to intercede and the first to have his intercession accepted. The first to have the earth open up above (to be resurrected).”","قال الحسن: قال رسول الله : "" فأعطاني الله لذلك أن جعلني سيد ولد آدم، وأول شافع، وأول مشفع، وأول من تنشق عنه الأرض ""."
"It has also been authenticated from him that he (PBUH) said: “Indeed I am a servant, so say: ‘Servant of Allah and His Messenger.’ The most noble of names are ‘Abdullah (servant of Allah) so for this reason this name is used for the Prophet (PBUH) in the best of places in the Qur’an. When he (PBUH) established servitude to his Lord, he obtained leadership over all of creation.","وصح عنه أنه قال: "" إنما أنا عبد، فقولوا: عبد الله ورسوله "". فأشرف أسمائه: عبد الله، ولهذا سمي بهذا الاسم في القرآن في أفخر مقاماته، فلما حقق (عبوديته لربه حصلت له السيادة على جميع الخلق.
"
"Many of the knowledgeable people use to say in their conversations with Allah: ""It is enough of a reason for me to have pride that I am Your servant, and sufficient for me as an honour that you are my Lord.’","كان كثير من العارفين في مناجاته لربه: كفى بي فخراً أني لك عبد، وكفى بي شرفاً أنك لي رب."
"Whenever I remember that He is my Lord and I am his servant, it gives me such joy that my body cannot contain.
The honour of souls is entering into servitude
While the slave embraces pride with his possessor","وكان بعضهم يقول: كلما ذكرت أنه ربي وأنا عبده حصل لي من السرور ما يصلح به بدني:
شرفُ النفوس دخولها في رقِّهم *** والعبدُ يحوي الفخر بالمُتملِّك
"
"Abu Yaziid Al-Bastaami use to chant:
O if only I became something From nothing to being of worth
I have become master over all
Because I am your slave.","وكان أبو زيد البسطامي ينشد:
يا ليتني صِرت شيئاً *** من غير شيء أُعدُّ
أصبحت للكل مولى *** لأنني لك عبدُ
"
"So whoever submits his heart to Allah, the Most High, and is fearful, showing humility, Allah will aid him and raise him accordingly. In the well-known narration: Allah said to [Prophet] Musa (alayhis-salam) while he asked him: Where can I find you?’ He said: With those whose hearts are broken because of me, indeed I draw closer to them every day by a hand span. If I didn’t then they would be destroyed.’","فمن انكسر قلبه لله عز وجل واستكان وخشع وتواضع جبره الله عز وجل، ورفعه بقدر ذلك، وفي الأثر المشهور: أن الله عز وجل قال لموسى على نبينا وعليه السلام حين سأله: أين أجدك؟. قال: عند المنكسرة قلوبهم من أجلي، فإني أدنو منهم كل يوم باعاً ولولا ذلك لانهدموا."
"‘Abdullah Ibn Salam {radiyAllahu anhu) said while explaining: ""They are hearts submitted to the love of Allah away from love of others besides Him.’","وروي عن عبد الله بن سلام أنه فسره، فقال: هم المنكسرة قلوبهم بحب الله عن حب غيره."
"In a famous narration (allegedly) from the Prophet (PBUH) [in which it is claimed he (PBUH) said]: “Indeed, Allah, the Most High when he manifests himself to His creation it fears Him. So when the greatness of Allah, His Majesty and Magnificence is revealed to the hearts of those that have awareness, they lower themselves out of awe for Him, having fear and submitting to Him out of love and fear.”","وفي الحديث المشهور المرفوع: "" إن الله تعالى إذا تجلى لشيء من خلقه خشع له، فإذا تجلى لقلوب العارفين عظمة الله وجلاله وكبرياؤه اندكت قلوبهم من هيبته، وخشعت وانكسرت من محبته ومخافته "".
"
"The poorest of people even love their graves
It is merely dust of humility in among the graveyards","شعر:
مساكين أهل الحب حتى قبورهم *** عليها تراب الذُّلِّ بين المقابر
"
"The miskin in reality is the one who lowers his heart to his Lord, he fears Him from his piety and loves Him. The miskin can not be worthy of praised except those who have this description. Whoever’s heart does not have fear of Allah in spite of his poverty and need then he is arrogant. Like that black servant that the Prophet (PBUH) said about: “Indeed she is arrogant.”","فالمسكين في الحقيقة من استكان قلبه لربه وخشع من خشيته ومحبته، ولا يكون المسكين ممدوحاً بدون هذه الصفة، فإن من لم يخشع قلبه مع فقره وحاجته فهو جبار كتلك الأمة السوداء التي قال فيها النبي : "" إنها جبارة ""."
"So he is either destitute and arrogant, or poor and self-conceited. Both types of people Allah will not look at on the Day of Judgment. The believer submits his heart to Allah and is submissive, showing his humility and poverty during times of hardship and prosperity.","وهو إما عائل مستكبر أو فقير مختال، وكلاهما لا ينظر اله إليه يوم القيامة، فالمؤمن من يستكين قلبه لربه ويخشع له ويتواضع، ويظهر مسكنته وفاقته إليه في الشدة والرخاء،"
"So while being in a pleasing state he shows gratitude, and during times of hardship he shows humility, servitude, insufficiency and his need until he is relieved of the hardship.","أما في حالة الرخاء فإظهار الشكر، وأما في حال الشدة فإظهار الذل والعبودية والفاقة والحاجة إلى كشف الضر،"
"Allah, the Most High says: “Indeed, We seized them with the punishment, but they did not humble themselves before their Lord nor will they invoke (Allah) with submission to Him.” [Al-Mu'minuun (23): 76]","قال تعالى: (ولقد أخذناهُم بالعذابِ فما استكانوا لربِّهم وما يتضرَّعُون) المؤمنون: 76،"
"So He rebuked those that did not submit themselves to their Lord during their times of hardship. When Prophet (PBUH) used to come out seeking rain, he would do so with humility, fearful of His Lord and would be dressed in a dishevelled way. Mutrif Ibn Abdullah was detained by a relative of his so he wore two worn out garments, and then took hold of a stick and said: I show humility to my lord so that he may intercede for me because of it.’","فذم من لا يستكين لربه عند الشدة، وكان النبي يخرج عند الاستسقاء متواضعاً متخشعاً متمسكناً. وحبس لمطرف بن عبد الله قريب له فلبس خلقان ثيابه، وأخذ بيده قصبة، وقال: أتمسكن لربي لعله يشفعني فيه."
"It has been legislated to show this state of humility to Allah during the prayer as in the hadith of Al-Fadl Ibn Abbas (radiyAllahu 'anhuma) from the Prophet (PBUH) who said: “The Prayer is two (units), make tashahhud after every two units. Have fear, humility and be in the state of submissiveness to your Lord. Show your need by raising your hands and saying: O my Lord,’ three times. Whoever does not do so then it (the prayer) is aborted.”’ Reported by Tirmidhii and others.","ومما يشرع فيه التمسكن لله عز وجل حال الصلاة كما في حديث الفضل بن عباس عن النبي قال: "" الصلاة مثنى مثنى، تشهد في كل ركعتين، وتخشع، وتضرع، وتمسكن، وتقنع يديك يقول: ترفعهما، ويقول: يا رب ثلاثاً، فمن لم يفعل ذلك فهي خداج "". خرجه الترمذي وغيره.
"
Also it is legislated to show this state of humility in supplications. Tabaraanii reported from the hadith of Ibn Abbas (radiyAllahu 'anhuma) who said: T saw the Prophet (PBUH) supplicate in Arafat with his hands to his chest like how a poor person asks for food.’,"وكذلك يشرع إظهار المسكنة في الدعاء، وخرج الطبراني من حديث ابن عباس قال: رأيت النبي (يدعو بعرفة، ويداه إلى صدره كاستطعام المسكين."
"Also from his hadith is what the Prophet (PBUH) said in his supplication during the last part of Arafat: “I am the humble poor person, seeking your aid and assistance. The one who has fear and is caring. The one who acknowledges his sins and like the one who is frightened. I ask you like the poor people, I beseech you like the sinful and humble person. I invoke you like the scared blind person.”","ومن حديثه أيضاً أن النبي قال في دعائه عشية عرفة: "" أنا البائس الفقير، المستغيث المستجير، الوجل المشفق، المقر المعترف بذنبه، أسألك مسألة المسكين، وأبتهل إليه ابتهال المذنب الذليل، وأدعوك دعاء الخائف الضرير "".
"
One of the Salaf used to sit at night with his head lowered [bent] down and stretching his hands in silence like a poor beggar.,"وكان بعض السلف يجلس بالليل مطرقاً رأسه، ويمد يديه وهو ساكت كحال المسكين المستعطي."
"Taus said: Ali Ibn Al-Husayn Al-Hajr entered his room one night and prayed. I heard him say in his prostration: T am your slave whom you can cause to perish, your poor person whom you can cause to perish, your needy person whom you can cause to perish and your beggar whom you can cause to perish.’ Taus said: T memorised these words, and I did not invoke those words in any calamity except that it was removed from me.’","وقال طاوس: دخل علي بن الحسين الحجر ليلة فصلى، فسمعته يقول في سجوده: عبيدك بفنائك، مسكينك بفنائك، فقيرك بفنائك، سائلك بفنائك. قال طاوس: فحفظتهن، فما دعت بهن في كرب إلا فرج عني."
"One of the worshippers made hajj eighty times by foot. While he was doing tawaf he was saying: ‘O my beloved.’ He heard a voice saying: ‘Are you not be pleased to be a miskin (needy person), until you become a beloved person.’ He went into a daze, after that he started to say: ‘(I am) your miskin, (I am) your miskin.’","وكان بعض العباد قد حج ثمانين حجة على قدميه، فبينما هو في الطواف وهو يقول: يا حبيبي! يا حبيبي!. فهتف هاتف: ليس ترضى أن تكون مسكيناً حتى تكون حبيباً! فكان بعد ذلك يقول: مسكينك مسكينك.
"
"Shaikh al-Islam Ibn Taymiyyah (may Allah have mercy upon him) said:
I am in dire need of Allah, the Lord of the heavens
I am weak in every aspect my life
I am oppressive to myself and it oppresses me
All goodness that comes to me is from Him","شعر لابن تيمية رحمه الله:
أنا الفقيرُ إلى ربِّ السموات *** أنا المُسَيْكينُ في مجموع حالاتي
أنا الظَّلوم لنفسي وهي ظالمتي *** والخير إنْ جاءها من عندِه يأتي
"
The statement of Prophet (PBUH): “and that you forgive me and have mercy on me.” Forgiveness and mercy bring together all of the good of the Hereafter. This is because forgiveness covers sin along with saving you from the evil consequences.,"قوله : "" وأن تغفر لي وترحمني "": المغفرة والرحمة يجمعان خير الآخرة كله، لأن المغفرة ستر الذنب مع وقاية شره،"
"It has been said: Forgiveness does not come together with evil consequences, and for this reason mighfar (cloth worn on the head) is named as such to cover the head and save it from harm. This is the opposite to the word Afu' (pardon) which means it may sometimes come before the punishment or after.","وقد قيل: إنه لا تجتمع المغفرة مع عقوبة عليه، ولذلك سمي المغفر مغفراً، لأنه يستر الرأس ويقيه الأذى، وهذا بخلاف العفو، فإنه يكون تارة قبل العقوبة وتارة بعدها.
"
"As for mercy, then it is to enter Paradise and reach the highest of ranks. Along with all the bliss [or blessings] that is therein from what is created. From the pleasure of Allah is, being close to Him, looking at Him and visiting Him is from the mercy of Allah.","وأما الرحمة فهي دخول الجنة وعلو درجاتها، وجميع ما في الجنة من النعيم بالمخلوقات، ومن رضى الله عز وجل وقربه ومشاهدته وزيارته فإنه من رحمة الله تعالى،"
"In an authentic hadith (it is mentioned): 'Indeed Allah the Mighty and Majestic says to Paradise: “You are my mercy, by you I show mercy to whomsoever of my servants I wish.’”
","وفي الحديث الصحيح: "" إن الله عز وجل يقول للجنة: أنت رحمتي أرحم بك من أشاء من عبادي ""."
"Everything that is in Paradise is from His [the Mighty and Majestic] mercy. His mercy cannot be achieved through action alone as he (PBUH) said: “Your actions alone will not save any of you.” They asked: ‘Messenger of Allah, not even you?’ He replied: “Not even me, unless Allah were to envelop me in His mercy.”","فكل ما في الجنة فهو من رحمة الله عز وجل، وإنما تنال برحمته لا بالعمل كما قال : "" لن يدخل أحد منكم الجنة بعمله "". قالوا: ولا أنت يا رسول الله؟!. قال: "" ولا أنا إلا أن يتغمدني الله برحمته ""."
His statement (PBUH): “When you wish a calamity to befall a people to take my life without being put to trial.” The meaning behind this supplication is the safety of the servant from the trials of this world as long as one lives. For if Allah decrees a trial he takes His servant back to Himself (i.e. causes his death) before that trial occurs.,"قوله : "" وإذا أردت بقوم فتنة فاقبضني إليك غير مفتون "": المقصود من هذا الدعاء سلامة العبد من فتن الدنيا مدة حياته، فإن قدر الله عز وجل على عباده فتنة قبض عبده إليه قبل وقوعها،"
"This is from the most important of supplications. Indeed the believer who lives his life free of any trials then Allah takes his life before they occur and the people fall into them, then this is his salvation from all evil. The Prophet (PBUH) ordered his Companion to seek refuge in Allah from trials that are both apparent and hidden.","وهذا من أهم الأدعية فإن المؤمن إذا عاش سليماً من الفتن ثم قبضه الله تعالى إليه قبل وقوعها وحصول الناس فيها كان في ذلك نجاة له من الشر كله، وقد أمر النبي (أصحابه أن يتعوذوا بالله من الفتن ما ظهر وما بطن."
In another hadith: “Keep us away from rudeness and trials that are open and hidden.”,"وفي حديث آخر: "" وجنبنا الفواحش والفتن ما ظهر منها وما بطن ""."
"He used to single out specific trials by name. He used to seek refuge in his prayer from four things and he used to order others also to seek refuge in these four trails: “I seek refuge in the punishment of the hell fire, from the punishment of the grave, from the trial of life and death and from the trial of the false messiah.","وكان يخص بعض الفتن العظيمة بالذكر، فكان يتعوذ بالله في صلاته من أربع، ويأمر بالتعوذ منها: "" أعوذ بالله من عذاب جهنم، ومن عذاب القبر، ومن فتنة المحيا والممات، ومن فتنة المسيح الدجال ""."
"‘Trial of life' includes trials of both religion and the world, such as disbelief [in another manuscript—poverty], innovations flagrant sins and disobedience. Trial of death includes a bad ending to a person’s life and the trial of the two angels in the grave. Indeed the people will be put to test in their graves similar to or close to the trial of the anti-Christ.","ففتنة المحيا تدخل فيها فتن الدين والدنيا كلها، كالكفر والبدع والفسوق والعصيان. وفتنة الممات يدخل فيها سوء الخاتمة وفتنة الملكين في القبر، فإن الناس يفتنون في قبورهم مثل أو قريباً من فتنة الدجال."
"Then he mentioned the trial of the anti-Christ due to its importance, because there will be no trial before the Day of Judgment greater than the anti-Christ. As the time draws closer to the last hour trials will increase.","ثم خص فتنة الدجال بالذكر لعظم موقعها، فإنه لم يكن في الدنيا فتنة قبل يوم القيامة أعظم منها، وكلما قرب الزمان من الساعة كثرت الفتن.
"
"In the hadith of Mu'aawiyyah (radiyAllahu 'anhu) from the Prophet (PBUH) who said: “There will remain nothing in the world except adversity (bald) and trials.” The Prophet (PBUH) informed us of the trails that will come like parts of a dark night, and man will wake up a believer (mu’min) but by evening he will be a disbeliever, selling his religion for some trivial worldly gain.”","وفي حديث معاوية عن النبي أنه قال: "" إنه لم يبق من الدنيا إلا بلاء وفتنة "". وقد أخبر النبي (عن الفتن التي كقطع الليل المظلم، يصبح الرجل فيها مؤمناً ويمسي كافراً، ويمسي مؤمناً ويصبح كافراً، يبيع دينه بعرض من الدنيا.
"
"The first trial to appear is what happened after the reign 'Umar (radiyAllahu 'anhu), the killing of 'Uthman (radiyAllahu 'anhu). Along with the consequences that followed from the spilling of blood, the hearts were divided and innovations appeared in the religion. Such as the innovation of Khawaarij apostates of the religion and what they gave rise to.","وكان أول هذه الفتن ما حدث بعد عمر رضي الله عنه، ونشأ من تلم قتل عثمان رضي الله عنه، وما ترتب عليه من إراقة الدماء وتفرق القلوب وظهور فتن الدين كبدع الخوارج المارقين من الدين وإظهارهم ما أظهروا،"
Then the appearance of innovations from the people of Qadr (Qadariyyah and Jabariyyah) and Rafidah (Shiite) etc. These trials came like waves in an ocean as mentioned in the famous hadith of Hudayfah (radiyAllahu anhu) when he was asked by 'Umar (radiyAllahu 'anhu).,"ثم ظهور بدع أهل القدر والرفض ونحوهم، وهذه هي الفتن التي تموج كموج البحر المذكورة في حديث حذيفة المشهور حين سأله عنها عمر، "
Hudayfah (radiyAllahu 'anhu) use to ask the most questions to the Prophet (PBUH) about trials out of fear of falling into them.,وكان حذيفة رضي الله عنه من أكثر الناس سؤالاً للنبي عن الفتن خوفاً من الوقوع فيها.
"When he came close to dying he said: ‘A beloved (death) has come (to me), upon poverty. The one with regret will not prosper. All praise be to Allah that has made me die before the trial, whose leaders are from the disbelievers (from the non-Arabs).","ولما حضره الموت قال: حبيب جاء على فاقة، لا أفلح من ندم! الحمد لله الذي سبق بي الفتنة! قادتها وعلوجها. "
His death was before the murder of ‘Uthman (radiyAllahu 'anhu) by forty days. Others have said: ‘Rather his death came after the murder of ‘Uthman.’,"وكان موته قبل قتل عثمان رضي الله عنه بنحو من أربعين يوماً، وقيل: بل مات بعد قتل عثمان."
"In those days a man from the Companions was asleep, when a man came to him in his sleep and said to him: ‘Stand up! And ask Allah to give you refuge from the trial that His righteous servants have sought refuge from. So he stood up, made ablution, prayed, then he beseeched Allah and died shordy after.’
","وكان في تلك الأيام رجل من الصحابة نائماً، فآتاه آتٍ في منامه فقال له: قم! فاسأل الله أن يعيذك من الفتنة التي أعاذ منها صالح عباده، فقام فتوضأ وصلى، ثم اشتكى ومات بعد قليل."
"It has been narrated from the Prophet (PBUH) that he said to a man: “When I, Abu Bakr, 'Umar and 'Uthman die, if you are able to also die then do so.” This is an indication of these trials which occurred with the murder of 'Uthman (radiyAllahu 'anhu).","وقد روي عن النبي أنه قال لرجل: "" إذا مت أنا وأبو بكر وعمر وعثمان فإن استطعت أن تموت فمت ""، وهذا إشارة إلى هذه الفتن التي وقعت بمقتل عثمان رضي الله عنه.
"
"To supplicate for death out of fear of trials in the religion is permissible. The Companions and the righteous after them used to do so. When Umar (radiyAllahu 'anhu) made his last pilgrimage he lay down on a flat piece of land then he raised his hands and said:
","والدعاء بالموت خشية الفتنة في الدين جائز، وقد دعا به الصحابة والصالحون بعدهم، ولما حج عمر رضي الله عنه آخر حجة حجها استلقى بالأبطح ثم رفع يديه وقال:"
"“O Allah I have become old in age, my bones are weak, my rule has spread far and wide so take my life without me being abandoned nor put to trial.” Then he returned to Madiinah and a month did not pass before he was killed. May Allah have mercy upon him.’","اللهم إنه قد كبرت سني، ورق عظمي، وانتشرت رعيتي، فاقبضني إليك غير مضيع ولا مفتون. ثم رجع إلى المدينة فما انسلخ الشهر حتى قتل رضي الله عنه.
"
"Ali supplicated to his Lord when he became weary of people he was ruling and shortly after he was also killed. Zainab Bint Jahsh (radiyAllahu 'anha), supplicated when a gift of wealth came from Umar (radiyAllahu 'anhu) and she found it was too much, she said: ‘O Allah let not another gift from ‘Umar reach me after this one. She died shortly before the next one came.’",ودعا علي ربه أن يريحه من رعيته حيث سئم منهم فقتل عن قريب. ودعت زينب بنت جحش لما جاءها عطاء عمر من المال فاستكثرته وقالت: اللهم لا يدركني عطاء لعمر بعدها. فماتت قبل العطاء الثاني.
"When 'Umar Ibn 'Abdul-'Aziz became tired with his flock (the people who he ruled over) due to the weight of him establishing the truth over them and trying to fulfil their rights. So he called upon a man who was known for his supplications to be accepted and asked him to supplicate to Allah for death for him. The man supplicated for ‘Umar Ibn ‘Abdul-Aziiz and himself, they both died soon after.","ولما ضجر عمر بن العزيز من رعيته حيث ثقل عليهم قيامه فيهم بالحق طلب من رجل كان معروفاً بإجابة الدعوة أن يدعو له بالموت، فدعا له ولنفسه بالموت فماتا."
"A group of the pious Salaf were called to take control of the judiciary, so they sought a three day respite. Then they supplicated to Allah for death and they died shortly after.","ودعي طائفة من السلف الصالح إلى ولاية القضاء، فاستمهلوا ثلاثة أيام فدعوا لأنفسهم بالموت فماتوا.
"
"The good deeds of one of the righteous Salaf were discovered, even though he kept it a secret between himself and his Lord. So when he became aware that his good actions were exposed, he asked Allah to take his soul out of fear of the trial of fame and he died shortly after. Indeed fame in relation to good deeds is a trial, as is mentioned in the hadith: “It is enough for a person as a trial that people point to him with their fingers (out of fame), indeed it is a trial.”","واطلع على حال بعض الصالحين ومعاملاته التي كانت سراً بينه وبين ربه، فدعا الله أن يقبضه إليه خوفاً من فتنة الاشتهار فمات. فإن الشهرة بالخير فتنة كما جاء في الحديث: "" كفى بالمرء فتنة أن يشار إليه بالأصابع، فإنها فتنة "".
"
"Sufyan Al-Thawrii use to wish for death frequently so he was asked about it, to which he said: ‘I don’t know if I might fall into innovation, or perhaps fall into something not permissible, or fall into trial, so if I die then I would have preceded all of that. ","وكان سفيان الثوري يتمنى الموت كثيراً فسئل عن ذلك، فقال: ما يدريني! لعلي أدخل في بدعة، لعلي أدخل فيما لا يحل لي، لعلي أدخل في فتنة، أكون قد مت فسبقت هذا.
"
Know that a person is never free from trial.’,"واعلم أن الإنسان لا يخلو من فتنة،"
"Ibn Masud (radiyAllahu anhu) said: ‘Let not any one of you say: I seek refuge in Allah from trials’, rather say: ‘I seek refuge from trials that lead one astray.’ Then he read the statement of the Most High: “Your wealth and your children are only a trial.” [al-Taghaabun (64): 15]","قال ابن مسعود: لا يقل أحدكم: أعوذ بالله من الفتن، ولكن ليقل: أعوذ بالله من مضلات الفتن. ثم تلا قوله تعالى: (إنّمآ أموالُكم وأولادكم فتنة) التغابن: 15."
"He is referring to the fact that wealth and children should not be sought refuge from as they are trials. In the Musnad it is reported that Prophet (PBUH) ordered Umm Salamah (radiyAllahu anhu) to say: “O Allah, Lord of Prophet Muhammad forgive me my sins, take away the rancour that is in my heart and save me from the trials that lead one astray as long as you keep me (alive).”","يشير إلى أنه لا يستعاذ من المال والولد وهما فتنة، وفي المسند أن النبي أمر أم سلمة أن تقول: "" اللهم رب محمد اغفر لي ذنبي، وأذهب غيظ قلبي، وأجرني من مضلات الفتن ما أبقيتني ""."
The Prophet (PBUH) defined women and wealth as a trial. In the Sahih of Bukhari the Prophet (PBUH) said: “I have not left behind a trial more harmful to the men than women.”,"وقد جعل النبي النساء والأموال فتنة، ففي الصحيح عنه قال: "" ما تركت بعدي فتنة أضر على الرجال من النساء ""."
"Also reported in Bukhari from the Prophet (PBUH): “By Allah, it is not poverty that I fear for you. Rather I fear that the world will open up to you, as it opened up to those before you. You will compete with each other for it, as they did, and it will destroy you as it destroyed them.”","وفيه أيضاً أنه قال: "" والله ما الفقر أخشى عليكم، ولكن أخشى أن تبسط عليكم الدنيا كما بسطت على من كان قبلكم، فتنافسوها كما تنافسوها، فتهلككم كما أهلكتهم "".
"
"Reported in the Sahih of Muslim from the Prophet (PBUH) who said: “Fear women, for indeed the first trial of the children of Israel was women.” Likewise, reported in Tirmidhii that the Prophet (PBUH) said: “Every nation has a (main) trial, and the trial of my nation is wealth.”","وفي صحيح مسلم عنه قال: "" اتقوا النساء، فإن أول فتنة بني إسرائيل كانت في النساء "". وفي الترمذي أنه قال: "" لكل أمة فتنة، وفتنة أمتي المال ""."
"Allah, the Mighty and Majestic says: “And We have made some of you [people] a trial for others— to see if you will have patience? Your Lord Sees everything.” [al-Furqaan (25): 20]","وقد قال الله عز وجل: (وجعلنا بعضَكم لبعض فتنةً أتصبرون وكان ربُّك بصيراً) الفرقان: 20،"
"So the man is a trial for the woman and the woman a trial for the man. The wealthy are a trial for the poor, and the poor are a trial for the wealthy. The sinful person is a trial for the righteous person, and the righteous is a trial for the sinful person. The disbeliever is a trial for the believer, and the believer is a trial for the disbeliever.","فالرجل فتنة للمرأة، والمرأة فتنة للرجل، والغني فتنة للفقير، والفقير فتنة للغني، والفاجر فتنة للبر، والبر فتنة للفاجر، والكافر فتنة للمؤمن، والمؤمن فتنة للكافر"
"Allah says: “In this way We have tried some of them by means of others so that they might say, ‘Are these the one’s whom Allah has bestowed His favour upon amongst us?’ Does not Allah know best as to who are thankful [to Him]?” [al-An'aam (6): 53]","كما قال تعالى: (وكذلك فَتَنّا بعضَهم ببعضٍ ليقولوآ منَّ الله عليهم من بيننا أليسَ الله بأعلمِ بالشاكرين) الأنعام: 53،"
And He says: “And We test you with both evil and with good by way of trial. And to Us you all will be returned.” [al-Anbiyaa' (21): 35],"وقال عز وجل: (ونبلوكم بالشرِّ والخير فتنةً) الأنبياء: 35،"
"So He made all that befalls a person from good or bad a trial. That is to say, it is a trail that one is tested by. So when they are given good their gratitude is tested, and when evil befalls them their patience is tested.","فجعل كل ما يصيب الإنسان من شر أو خير فتنة، يعني أنه محنة يمتحن بها، فإن أصيب بخير امتحن به شكره، وإن أصيب بشر امتحن به صبره."
The trial of prosperity and ease is more difficult to bear than that of adversity. Abdul-Rahman Ibn 'Awf (radiyAllahu 'anhu) said: We were tested with the trial of adversity [in the time of the Messenger (PBUH) and we were patient. When we were tested with the trial of prosperity we were not patient.’,"وفتنة السراء أشد من فتنة الضراء، وقال عبد الرحمن بن عوفرضي الله عنه: بلينا بفتنة الضراء فصبرنا، وبلينا بفتنة السراء فلم نصبر. "
One of them said: ‘The trial of adversity is something that the sinful and righteous person can bear with patience. But the trial of prosperity can only be endured with patience by the truthful.’,"وقال بعضهم: فتنة الضراء يصبر عليها البر والفاجر، ولا يصبر على فتنة السراء إلا صديق.
"
"When Imam Ahmad was afflicted with the trial of adversity [of whether the Qur’an was a created thing, while the correct belief is that the Qur’an is the Speech of Allah and not created] he was patient and was not restless, he said: It increased me in my faith.’ However when he was tested with the trial of ease he became restless, he wished for death day and night fearing that it was a deficiency in his religion.","ولما ابتلي الإمام أحمد بفتنة الضراء صبر ولم يجزع، وقال: كانت زيادة في إيماني. فلما ابتلي بفتنة السراء جزع وتمنى الموت صباحاً ومساءاً، وخشي أن يكون نقصاً في دينه."
"Indeed the believer will be put to test with something of trials that are difficult and full of hardship so that their faith is tested as Allah, the Most High says: “Alif, Laam, Meem. Do the people think that they will be left alone (at ease) because they say, ‘We believe and they will not be tested? We have certainly tested those lived before them, and Allah will surely make evident those who are truthful, and He will surely make evident the liars.” [al-Ankabuut (29): 1-3]","ثم أن المؤمن لا بد أن يفتن بشيء من الفتن المؤلمة الشاقة عليه ليمتحن إيمانه كما قال الله تعالى: (ألم "" أحَسِبَ الناسُ أن يُتركوآ أن يقولوآ آمنّآ وهم لا يُفتَنُون "" ولقد فتنّا الذين من قبلهم فليعلمَنَّ الله الذين صدقوا ولَيعلمَنَّ الكاذبين "") العنكبوت: 13،"
"However Allah is kind to His believing servants in these trials, He gives them patience and He rewards them. He does not throw them into trials that lead to misguidance or destruction which take away their religion. Rather these trials come to them while they are in a state of good health.","ولكن الله يلطف بعباده المؤمنين في هذه الفتن، ويصبرهم عليها ويثبتهم فيها، ولا يلقيهم في فتنة مهلكة مضلة تذهب بدينهم، بل تمر عليهم الفتن وهم منها في عافية.
"
